scorer,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300,DLC_resnet50_SIdeViewLongTrainingAug12shuffle1_24300
bodyparts,wrist,wrist,wrist,elbow,elbow,elbow,shoulder,shoulder,shoulder,waist,waist,waist,knee,knee,knee,foot,foot,foot
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1718.4013671875,277.9619140625,0.08314964175224304,1770.2032470703125,274.5298767089844,0.0794750228524208,1798.029052734375,257.26934814453125,0.34453853964805603,1799.2362060546875,272.9249572753906,0.8021668791770935,1872.552734375,287.45947265625,0.9014785885810852,1877.6494140625,288.6779479980469,0.08366956561803818
1,1708.5711669921875,262.9869384765625,0.054519351571798325,1763.10009765625,269.4156494140625,0.21127384901046753,1781.7493896484375,255.24588012695312,0.25928956270217896,1705.6998291015625,255.61471557617188,0.3046478033065796,1863.0550537109375,289.36602783203125,0.9255598187446594,1868.3238525390625,289.0158996582031,0.056326255202293396
2,1855.326904296875,295.2282409667969,0.08789654076099396,1908.763671875,279.3109436035156,0.2313128560781479,1771.216796875,256.04241943359375,0.2619903087615967,1768.211669921875,265.29193115234375,0.6087426543235779,1854.4635009765625,291.6416015625,0.9723347425460815,1918.8388671875,279.04156494140625,0.0986383929848671
3,1847.2850341796875,299.8834228515625,0.09966778755187988,1901.2073974609375,270.2512512207031,0.18184100091457367,1760.003662109375,252.6614227294922,0.5163021087646484,1759.819091796875,264.2619934082031,0.7943652272224426,1846.6405029296875,297.8415832519531,0.9336665272712708,1905.5152587890625,271.1908264160156,0.40268248319625854
4,1835.3603515625,304.1329345703125,0.07165874540805817,1887.347412109375,263.61492919921875,0.10446487367153168,1756.17529296875,257.00531005859375,0.3946773409843445,1754.5360107421875,263.98974609375,0.838004469871521,1834.6011962890625,304.32110595703125,0.9467954635620117,1888.125,262.2239074707031,0.7495306730270386
5,1870.093994140625,260.5018005371094,0.09517249464988708,1689.8360595703125,236.34439086914062,0.39137086272239685,1746.727783203125,250.73416137695312,0.4417571723461151,1747.6097412109375,263.71270751953125,0.9765374660491943,1821.0343017578125,312.71209716796875,0.9569783210754395,1873.7059326171875,259.8056640625,0.8690759539604187
6,1662.9437255859375,234.29774475097656,0.14010514318943024,1672.8720703125,231.00588989257812,0.11468552052974701,1746.8006591796875,259.65484619140625,0.33946692943573,1745.560302734375,264.1359558105469,0.9840854406356812,1809.70849609375,320.93115234375,0.9066335558891296,1856.9969482421875,258.7978515625,0.8259559869766235
7,1613.95263671875,223.6995086669922,0.19087474048137665,1646.707763671875,223.6622314453125,0.24085915088653564,1746.265869140625,262.8395690917969,0.29064223170280457,1744.6572265625,263.74505615234375,0.9635593295097351,1806.16259765625,326.1120300292969,0.9065149426460266,1836.7039794921875,254.57447814941406,0.8402284383773804
8,1569.7572021484375,213.39772033691406,0.6418390274047852,1623.106201171875,216.72251892089844,0.7095654606819153,1743.6136474609375,263.4592590332031,0.17601092159748077,1742.4815673828125,264.90863037109375,0.9158836603164673,1802.6339111328125,328.5174255371094,0.8530164957046509,1825.5152587890625,251.56051635742188,0.77573561668396
9,1552.62255859375,213.91818237304688,0.5899749994277954,1608.7451171875,210.6850128173828,0.675356388092041,1823.7911376953125,249.33355712890625,0.18856064975261688,1739.569580078125,265.1064758300781,0.9217782616615295,1796.011474609375,329.2408752441406,0.7432804107666016,1815.49365234375,250.30410766601562,0.6063737273216248
10,1540.9803466796875,221.6620330810547,0.9011452794075012,1597.5880126953125,212.39749145507812,0.7366560101509094,1646.308349609375,227.6658477783203,0.2600184977054596,1733.199462890625,264.4926452636719,0.9478233456611633,1789.7506103515625,328.30029296875,0.8286430239677429,1818.3082275390625,253.526123046875,0.7809369564056396
11,1526.3585205078125,223.1197967529297,0.9209092259407043,1578.5994873046875,217.404296875,0.617195725440979,1634.9031982421875,223.14773559570312,0.6872005462646484,1726.038818359375,260.6305847167969,0.9399974942207336,1788.954345703125,324.77166748046875,0.9551318883895874,1834.9879150390625,261.55535888671875,0.9123761653900146
12,1508.37353515625,224.64175415039062,0.943576455116272,1555.349609375,223.01034545898438,0.8730267882347107,1601.64404296875,219.2410888671875,0.6307922005653381,1716.2568359375,259.7601318359375,0.9307312369346619,1790.2154541015625,311.89630126953125,0.929290235042572,1852.4246826171875,277.19329833984375,0.8229994773864746
13,1492.64208984375,224.3941192626953,0.9224153757095337,1543.59033203125,229.1427459716797,0.9154902696609497,1590.376708984375,219.79368591308594,0.7068101167678833,1707.3197021484375,256.00579833984375,0.8773056268692017,1787.6544189453125,306.35260009765625,0.9052576422691345,1865.0576171875,300.1009826660156,0.8276873230934143
14,1477.718994140625,223.49252319335938,0.8992753624916077,1534.7515869140625,230.24069213867188,0.8131920695304871,1573.9920654296875,218.87738037109375,0.7552025318145752,1698.7091064453125,256.40753173828125,0.9654362797737122,1780.8919677734375,293.880859375,0.9592292904853821,1859.784423828125,315.120849609375,0.8390420079231262
15,1462.931396484375,222.64761352539062,0.8219406604766846,1526.2113037109375,233.72572326660156,0.7681453227996826,1561.45947265625,224.50299072265625,0.8959149718284607,1689.479736328125,255.3162384033203,0.9379712343215942,1773.555419921875,281.2037658691406,0.8643748164176941,1844.3909912109375,320.9969177246094,0.9231747388839722
16,1448.5628662109375,223.434326171875,0.6296020150184631,1513.83740234375,235.30320739746094,0.814739465713501,1552.814208984375,225.87210083007812,0.965191662311554,1679.755615234375,253.10633850097656,0.9730965495109558,1765.47021484375,277.1863098144531,0.9721648097038269,1831.6160888671875,314.5384521484375,0.8894428014755249
17,1437.9293212890625,225.2567901611328,0.6089653372764587,1502.1878662109375,238.3987274169922,0.8227899670600891,1539.2635498046875,227.72325134277344,0.9646831750869751,1668.8857421875,251.41102600097656,0.9878525733947754,1757.913330078125,276.44976806640625,0.9709405899047852,1826.3404541015625,303.2916564941406,0.9707162976264954
18,1426.9110107421875,227.6509246826172,0.8406556844711304,1492.0584716796875,238.93943786621094,0.890428900718689,1530.076171875,231.79458618164062,0.922157347202301,1658.6973876953125,250.32159423828125,0.9857289791107178,1745.8707275390625,272.6197814941406,0.9705807566642761,1815.8116455078125,294.1963195800781,0.991779625415802
19,1417.39111328125,228.72808837890625,0.8659911751747131,1481.782470703125,241.10169982910156,0.8629122972488403,1519.9503173828125,231.78050231933594,0.945844292640686,1650.9722900390625,252.21310424804688,0.9916940331459045,1737.3609619140625,271.83599853515625,0.9655953645706177,1808.1671142578125,287.6158142089844,0.9720311164855957
20,1408.8125,231.2672576904297,0.9432592988014221,1473.0281982421875,240.20372009277344,0.8724092245101929,1507.3671875,232.70469665527344,0.9638586044311523,1640.4075927734375,252.58787536621094,0.9756383895874023,1725.6279296875,269.194580078125,0.980754017829895,1798.7723388671875,284.1905212402344,0.9831349849700928
21,1398.2708740234375,232.0040740966797,0.8723481297492981,1460.6190185546875,240.98873901367188,0.9139567017555237,1503.2396240234375,233.37464904785156,0.9227262735366821,1629.9263916015625,253.5541534423828,0.9680297374725342,1714.313232421875,268.0772399902344,0.9872701168060303,1787.2108154296875,280.3731689453125,0.9616158604621887
22,1391.7752685546875,232.42691040039062,0.7482292652130127,1450.2254638671875,241.4323272705078,0.7132132053375244,1494.7264404296875,234.18975830078125,0.9213612079620361,1620.494384765625,253.8115234375,0.9856260418891907,1705.8209228515625,268.4733581542969,0.969096302986145,1777.7252197265625,277.0140686035156,0.9849854707717896
23,1388.3624267578125,231.26995849609375,0.7463984489440918,1442.0694580078125,239.6533966064453,0.8272043466567993,1488.050537109375,235.45152282714844,0.9540467858314514,1610.6273193359375,254.26441955566406,0.9816485643386841,1695.4854736328125,268.174072265625,0.9809199571609497,1767.697998046875,275.558837890625,0.9757778644561768
24,1383.3582763671875,229.1738739013672,0.7992338538169861,1432.5762939453125,238.80221557617188,0.6710769534111023,1478.78857421875,233.9606170654297,0.9442717432975769,1601.10986328125,254.66677856445312,0.9874542951583862,1687.220458984375,268.68829345703125,0.9646186232566833,1760.2540283203125,274.6808776855469,0.9871439337730408
25,1374.3953857421875,225.8922576904297,0.4982587695121765,1424.6478271484375,237.5463409423828,0.8742377161979675,1472.27099609375,233.52650451660156,0.9420810341835022,1590.105224609375,250.52853393554688,0.9745340943336487,1678.7354736328125,268.50006103515625,0.9787620306015015,1753.2001953125,274.3605041503906,0.9769355058670044
26,1373.255859375,225.54786682128906,0.5043010115623474,1420.146484375,235.1159210205078,0.71622234582901,1460.5604248046875,230.83326721191406,0.9198263883590698,1581.443115234375,251.6511993408203,0.9668400883674622,1668.3992919921875,268.8157043457031,0.9732604622840881,1745.3203125,275.7980651855469,0.9880020618438721
27,1372.480224609375,225.0835418701172,0.6050713658332825,1414.6888427734375,231.5876007080078,0.8400847911834717,1457.6717529296875,229.81036376953125,0.9632734656333923,1573.296875,250.36119079589844,0.9856986403465271,1658.1533203125,270.329833984375,0.9633392691612244,1736.40625,276.50439453125,0.9866431951522827
28,1338.4334716796875,232.22967529296875,0.5940752625465393,1413.4715576171875,228.500732421875,0.8794691562652588,1447.2364501953125,226.1216278076172,0.9458056688308716,1560.7989501953125,250.1367950439453,0.9440057873725891,1647.6031494140625,270.3854675292969,0.9800125956535339,1726.1461181640625,276.6876220703125,0.9818991422653198
29,1370.5107421875,226.9360809326172,0.5012319684028625,1410.4053955078125,227.20474243164062,0.9205843806266785,1444.7220458984375,224.1804962158203,0.9679675102233887,1551.36865234375,251.83682250976562,0.9735620617866516,1640.2669677734375,270.3691101074219,0.9658284187316895,1715.8223876953125,276.2845458984375,0.9958997368812561
