2.335119963,0.12
1.877635121,0.13
1.960285664,0.14
1.853496075,0.15
1.802482486,0.16
1.857791781,0.17
1.356712461,0.18
1.328736186,0.2
1.208393574,0.22
1.204761267,0.23
1.451227427,0.25
1.375334501,0.26
1.628870964,0.27
1.660039783,0.28
1.626227379,0.3
1.747776031,0.31
1.385030031,0.32
1.470609784,0.34
1.478203177,0.35
1.426537633,0.36
1.48290658,0.38
1.196060896,0.39
1.340468168,0.41
1.343613744,0.42
1.331649899,0.44
1.467057109,0.45
1.243407607,0.47
1.391280174,0.48
1.449967384,0.5
1.521755576,0.51
1.769536376,0.52
1.431428552,0.54
1.555417538,0.55
1.505069494,0.56
1.52268064,0.58
1.703067899,0.59
1.430304766,0.6
1.659215093,0.61
1.785618782,0.62
1.80264461,0.64
2.014070272,0.65
1.679939628,0.66
1.83533287,0.67
1.827466726,0.68
1.807522297,0.69
1.964705825,0.7
1.571271777,0.71
1.779119253,0.72
1.796342731,0.74
1.867660761,0.75
1.993633151,0.76
1.588333249,0.77
1.718106985,0.78
1.633384943,0.79
1.467916727,0.81
1.503375888,0.82
1.177715063,0.84
1.269559741,0.85
1.174746513,0.87
1.021354675,0.89
0.990118563,0.91
0.686654091,0.94
0.604142189,0.97
0.46456638,1.02
0.60906297,1.05
1.089604139,1.07
1.210876107,1.08
1.550123811,1.1
1.496192336,1.11
1.05813396,1.13
0.284857363,1.2
1.146387458,1.22
1.939042091,1.23
2.385146379,1.23
2.56134963,1.24
2.846186638,1.25
2.367115498,1.26
2.464944601,1.27
2.254471779,1.28
2.099748611,1.28
2.22617197,1.29
1.770943761,1.3
1.888072371,1.32
1.929520488,1.33
1.969339609,1.34
2.14906168,1.35
1.773608327,1.36
1.995022416,1.37
2.063426733,1.38
1.98927927,1.39
2.169300795,1.4
1.813246489,1.41
1.933802962,1.42
1.832647443,1.43
1.773765206,1.44
1.910573006,1.45
1.489852071,1.46
1.52662456,1.48
1.391666651,1.49
1.33377707,1.51
1.386755228,1.52
1.092336178,1.54
1.2910707,1.55
1.4622401,1.57
1.510401011,1.58
1.659627318,1.59
1.357079983,1.61
1.501236081,1.62
1.42603004,1.64
1.349222422,1.65
1.522102356,1.66
1.25737226,1.68
1.337069631,1.69
1.322685003,1.71
1.329706073,1.72
1.441622853,1.74
1.151988983,1.76
1.301552296,1.77
1.42979455,1.79
1.432656527,1.8
1.682337165,1.81
1.390990496,1.83
1.473746181,1.84
1.437383413,1.85
1.455549121,1.87
1.626491308,1.88
1.378646135,1.89
1.60770154,1.91
1.69916904,1.92
1.750371218,1.93
1.980824351,1.94
1.65401125,1.95
1.886295199,1.96
1.865400672,1.97
1.833485842,1.98
1.980237126,1.99
1.628473878,2.01
1.777698874,2.02
1.827300072,2.03
1.862107396,2.04
1.996811509,2.05
1.614826798,2.06
1.697441936,2.07
1.697298169,2.09
1.64141202,2.1
1.781808496,2.11
1.374768496,2.12
1.406710625,2.14
1.319897294,2.15
1.203025579,2.17
1.244411349,2.19
0.879564583,2.21
0.707602143,2.24
0.624435246,2.27
0.652449965,2.3
0.633155346,2.33
0.476688862,2.37
0.839055419,2.4
1.185868979,2.41
1.210876107,2.43
0.792846978,2.46
0.345636427,2.51
1.364472032,2.53
1.974578738,2.54
2.284541607,2.55
2.72208643,2.55
2.321862936,2.56
2.478051186,2.57
2.345505714,2.58
2.213630915,2.59
2.289239168,2.6
1.785618782,2.61
1.79779315,2.62
1.700466633,2.63
1.721058011,2.64
2.012856483,2.65
1.765172243,2.67
2.105484247,2.67
2.171180964,2.68
2.204863071,2.69
2.397415876,2.7
1.983569264,2.71
2.092076302,2.72
2.02567482,2.73
1.910390854,2.74
1.911848903,2.75
1.450072408,2.77
1.473204374,2.78
1.393602252,2.79
1.287917733,2.81
1.39176333,2.82
1.246036172,2.84
1.418962002,2.85
1.458940029,2.87
1.503714204,2.88
1.605383277,2.89
1.192218423,2.91
1.262044191,2.93
1.321725368,2.94
1.34316349,2.96
1.43010056,2.97
1.17910099,2.99
1.310917735,3
1.295075655,3.02
1.304772496,3.03
1.492403865,3.05
1.247587562,3.06
1.362245917,3.08
1.397197247,3.09
1.395737529,3.11
1.503375888,3.12
1.265710831,3.14
1.398562312,3.15
1.550003886,3.16
1.617433429,3.18
1.767195702,3.19
1.456183672,3.2
1.685733557,3.21
1.737622499,3.22
1.749759912,3.23
1.96432066,3.25
1.631257653,3.26
1.741245985,3.27
1.792646885,3.28
1.811934829,3.29
1.958752751,3.3
1.65401125,3.31
1.858308554,3.32
1.877635121,3.34
1.824139833,3.35
2.007814884,3.36
1.629003406,3.37
1.638593554,3.38
1.56697166,3.39
1.509832025,3.41
1.5954144,3.42
1.246501207,3.44
1.373167038,3.45
1.29448998,3.47
1.094603419,3.48
1.061834335,3.5
0.661102474,3.53
0.544713259,3.57
0.626191318,3.6
0.5439592,3.64
