0,0
0,1
0,2
0,3
0,4
1.069,5
1.746,6
1.4986666666666668,7
1.27875,8
1.31,9
0.903,10
1.1435,11
1.347,12
1.23975,13
1.2952499999999998,14
1.15,15
1.3504999999999998,16
1.44825,17
1.46125,18
1.50725,19
1.30425,20
1.6909999999999998,21
1.67825,22
1.59475,23
1.6142500000000002,24
1.2455,25
1.8169999999999997,26
1.9665,27
1.9132500000000001,28
2.02625,29
1.5710000000000002,30
2.0315000000000003,31
1.9345,32
1.9032499999999999,33
1.7229999999999999,34
1.06875,35
1.22025,36
0.925,37
0.8140000000000001,38
0.68325,39
0.474,40
0.5225,41
0.5192500000000001,42
0.50275,43
0.4275,44
0.48075,45
0.63175,46
0.623,47
0.63425,48
0.62025,49
0.49325,50
2.0841395914261343,51
2.1838632832392917,52
2.327306014494718,53
2.3555,54
1.0165000000000002,55
1.34025,56
1.5274999999999999,57
1.58425,58
1.70275,59
1.3384999999999998,60
1.498,61
1.47825,62
1.51275,63
1.396,64
1.07575,65
1.3585,66
1.1989999999999998,67
1.2635,68
1.2695,69
1.00525,70
1.20675,71
1.2735,72
1.3707500000000001,73
1.40025,74
1.23475,75
1.32175,76
1.2542499999999999,77
1.261,78
1.39025,79
1.25975,80
1.60675,81
1.53425,82
1.395,83
1.36975,84
1.32225,85
1.8595,86
2.0637499999999998,87
2.1365,88
2.015,89
1.5865000000000002,90
1.9572500000000002,91
2.052,92
1.83425,93
1.74125,94
1.2635,95
1.36375,96
1.29425,97
1.1465,98
1.00075,99
0.556,100
0.633,101
0.59625,102
0.46675,103
0.3965,104
0.20749999999999996,105
0.29774999999999996,106
0.4432499999999999,107
0.6565000000000001,108
0.7320000000000001,109
0.6405000000000001,110
0.745,111
0.72925,112
1.7146859019639775,113
1.9668849962022605,114
2.171221697658963,115
2.2597500000000004,116
1.1595,117
1.5055,118
1.4705,119
1.5087499999999998,120
1.4875,121
1.1435,122
1.46,123
1.4075,124
1.6187500000000001,125
1.61475,126
1.1769999999999998,127
1.51525,128
1.29075,129
1.3105,130
1.3827500000000001,131
1.0234999999999999,132
1.3860000000000001,133
1.311,134
1.33025,135
1.41175,136
1.0792499999999998,137
1.42825,138
1.4835,139
1.43675,140
1.4677499999999999,141
1.1215,142
1.42325,143
1.5105,144
1.6832500000000001,145
1.78475,146
1.5205,147
1.904,148
1.7905,149
1.96875,150
1.9489999999999998,151
1.62875,152
2.1505,153
1.941,154
1.9145,155
1.81475,156
1.21125,157
1.3075,158
1.18475,159
0.91775,160
0.6679999999999999,161
0.36224999999999996,162
0.5233382788085937,163
0.5678382788085938,164
0,165
0,166
